abasshen,abash
subjecten,subservient
subjectīve,submissive
subjugāten,subjugate
sublīming,sublimation
submersen,submerge
subscrībing,signing
subserving,service
subtraien,subtract
suburbed,suburbs
suburbel,suburb
succinctelī,succinctly
sufferāble,tolerable
sufferen,suffer
sufferer,sufferer
sufficiantnes,sufficiency
sufficience,sufficient
suffūmigātōrīe,suffumigatif
suǧǧestiǒun,suggestion
sugre-candī,sugar
sukelen,suckle
sulphur,sulfur
sulphurī,sulfur
sulphurius,sulfur
sulphur-vīve,sulfur
sum,sum
sum-ever,sum
summārī,summary
sumptuǒuse,presumptuous
superaltārī,superaltar
superappārente,preeminent
superexcellence,excellence
superfice,surface
superficīe,surface
superscripciǒun,inscription
supervīden,survey
supīn,supine
suppīne,supine
supplantāciǒun,usurpation
supplaunting,usurpation
suppleshen,supply
supportāble,reasonable
suppōsaile,supposition
suppōsing,supposition
supposite,supposenv
suppost,suppository
suppowaille,support
suppressing,obstructing
surcharǧe,surcharge
surǧener,surgeon
surǧeonrī,surgery
surǧer,surgeon
surgirdille,sursengle
surloin,loin
surmontant,dominant
surnāme,name
surnāmen,surnamed
surquidaunce,arrogance
surrǒunding,flooding
surtrēten,subtract
surveiaunce,surveillance
surveiing,supervising
survenance,sudden
survīving,surviving
susceptōrīe,receptacle
suspeciǒus,suspicion
suspeciǒuslī,suspicion
suspeciǒusnes,suspiciousness
suspect,suspect
suspected,suspicious
suspīrāciǒun,suppuracioun
suspīren,aspire
suspīring,sighing
suspouse,suspicion
suspūrātīve,suppuratif
sustābilnesse,instability
sustenāble,vegetable
suster,sister
susterhēde,sister
suster-in-laue,sister
sūtūre,suture
swabbing,swaying
swablinge,swaying
swærken,darken
swagginge,swaying
swaiping,scourging
swan,swan
swapping,striking
swarm,swarm
swart,dark
swateren,swoon
sweiven,sweeping
swelnen,swollen
swelteringe,fainting
sweltinge,sweating
swenginge,shaking
swēthin,sweden
sweðolen,relent
swētī,sweat
swēting,sweating
swet-stān,whetstone
swiftlere,slipper
swiftshipe,swiftness
swimmen,swim
swimming,swimming
swing,swing
swinglinge,waving
swīnish,swinish
swivel,swivel
swolnish,swollen
swolwen,swallow
swolwere,swallows
swolwing,devouring
swōpen,sweep
sword,sword
sworden,sword
sword-fish,swordfish
sword-man,sword
swōt,swot
swōtī,sweat
tabirn,tavern
tailliāble,taxable
tailling,tail
taillǒur,tailor
taillǒurī,tailoring
tail-rōp,sail
taittelī,swiftly
takel,sail
talāǧe,taste
talking,talking
talouing,tallow
tāmen,tamed
tancred,hundred
tanglen,entangle
tan,tan
tannen,tan
tanner,tanning
tansei,tansy
tāper,taper
tāper-wīse,taper
tapiserī,tapestry
tapissinge,hiding
tapistere,tapestry
tapperī,taproom
tappinge,tap
tapstrī,taproom
tarrai,tartari
tarrain,tartarin
tarrer,auger
tartāne,tartar
tartar,tartar
tartar,tartar
tartarī,tartar
tartlet,tartlet
tasselen,tassels
tatering,clothing
tateringe,babbling
tauing,curing
taunī,tawny
tavern,tavern
tax,tax
taxen,tax
teale,well
tēcheresse,teacher
tedden,ted
teder,tether
tēdiǒus,tedious
teinting,dyeing
teldinge,awnings
teler,tiller
telling,telling
temerǒuslī,temerity
temperāble,temperate
temperaunce,restraint
temperaunt,temperate
tempestǒus,tempestuous
tempilles,temple
temple,temple
temporāles,temporal
temporāten,temper
tempring,mixing
temps,temps
tempten,test
ten,ten
tenaunt,rent
tenauntāble,inhabitable
tenconier,tentour
tendaunce,tendency
tender,tender
tenderaunce,tender
tenderhēd,tenderness
teneritūde,texture
tenfold,ten
tenǒun,tendon
tensǒm,ten
tent,tent
tenth,tenth
tenthen,tenth
tenthlī,tenth
tentǒur,tent
terebint,turpentine
terein,tureen
tēring,tearing
termerite,turmeric
termināble,terminable
terminge,brings
termininge,brings
ternal,eternal
terren,tarred
terrenal,terrestrial
terrible,terrible
terroire,territory
terven,turn
testifīen,certify
teveling,battling
thacchinge,thatch
thach,thatch
thane,thane
thankful,grateful
thanking,thanks
thank-worth,worthy
thauen,thaw
thauing,thawing
thechene,torch
therknes,darkness
theseler,thistles
thīgh,thigh
thikken,thicken
thikkeninge,thikking
thikkeren,thicken
thingīes,thingies
thinnehēde,thinness
thinnish,thin
thirling,piercing
thirst,thirst
thirsten,thirst
thirstful,thirst
thirstī,thirsty
thirsting,thirst
thirstleu,thirst
thǒndring,thunder
thongen,thongs
thonglī,thongs
thorn,thorn
thornen,thorny
thornī,thorns
thornish,thorny
though,though
thǒume,thumb
thǒusand,thousand
thǒusandfōld,thousand
thǒusandlī,thousand
thǒu-self,thyself
thǒuten,thou
thǒuting,thou
thrēd-bār,threadbare
thrēden,thread
threng,throng
thrēpenen,threaten
thrēpeninge,threat
thresh,threshed
threshen,thresh
thresher,thresher
threshing,threshing
thresh-wōld,thresh
thrēten,threats
thrētenen,threaten
thrētener,threatens
thrētening,threat
thrētere,threatens
thrēting,threat
thrētinglī,threateningly
threut,throw
thrīce,thrice
thrid,third
thrīen,thrice
thrimnesse,trinity
thrin,three
thrinde,third
thrinfōld,threefold
thringen,throng
throbben,throbbing
thrōen,thrive
throking,attaching
throstel,thrush
thrōten,throat
throu,throu
throuinge,hurling
thrum,thrum
thrum-setle,thrones
thrush,thrush
thullich,thing
thūres-dai,thursday
thurghdrenchen,drench
thurghfīned,fined
thurghknitten,thicken
thurghpreisen,praise
thurgh-wāle,gunwale
thwīting,whittling
tīcement,inducement
tikelen,tingling
tikeling,tickling
tīle,tile
tīle-hǒus,tiles
tīlen,tiles
tīler,tiler
tīlette,tile
tiller,tiller
tilling,tilling
tillinge,luring
tilth,tilth
timbring,playing
tīme,time
tīmeful,time
timpana,timpanites
timpanist,timpanites
tin,tin
tincten,tint
tinding,beating
tinge,tinge
ting-nail,tingel
tīning,fencing
tinkinge,ringing
tinklen,tinkle
tinnen,tin
tinner,tinker
tinning,tin
tintrege,torture
tīrement,ornaments
tīren,tired
tissen,hiss
titerer,tattler
tīthāble,tithing
tīthe,tithe
tīth,tenth
tīther,tithes
tīthing,tithe
tiues-dai,tuesday
tōge,toga
tol,toll
tolerāble,endurable
tollāge,toll
tomb,tomb
tomben,entombed
tonnāǧe,tonnage
top,top
topographīe,topographia
torkenen,torken
tormentīn,tormentil
tormenting,torture
tormentīse,torture
tormentresse,distress
torplen,topple
torrien,tower
tōsting,toasting
tōthinge,teething
totir,teeter
totting,totting
tǒuching,something
tǒun,town
tǒurel,turret
tǒurneien,tournament
tǒurneiing,tournament
tǒurneis,turret
tǒurnementing,tourneiing
trāchea,trachea
trācing,tracings
trāde,trace
traǧician,tragedies
trainel,trace
traisement,treason
traistful,trustful
traitǒurǒus,traitorous
tramplen,trodden
trampling,stamping
transcendent,preeminent
transcending,crossing
transcrīven,transcribe
transferren,transfer
transfigūrāciǒun,transfiguration
transfigūrāten,transform
transfigūring,transfiguration
transfǒunden,transmit
transite,passage
transmitten,transmit
transmūen,transform
transparente,transparent
transplaunten,transplant
transplaunting,transplanting
transsubstanciāciǒun,substance
transumpt,transcript
transversen,crosswise
traperis,drapery
trappe,trap
tratelinge,prattling
travailing,toiling
traversen,traversed
treblen,tripled
trēding,walking
tremblen,tremble
trembling,trembling
trenchen,trenching
trendling,trembling
treousen,truth
trespassāble,passable
tressing,braiding
trētāble,pliable
treusen,truce
triapolitān,metropolitan
trībe,tribes
tribūn,tribune
trīcer,trice
trilling,twirling
trīne,triune
trinkelen,trickle
tripāǧe,tribute
triplicāte,triple
tripping,dancing
troble,tool
trod,tread
trodder,treder
troiish,trojan
troke,rope
trollen,roll
trolling,turning
trōne,throne
tronglinge,tingling
trōperī,troper
trot,trot
trǒublaunce,hindrance
trouen,trust
trough,trough
trǒut,trout
trume,army
trunken,prune
trushī,tusks
trussūre,tressour
trust,trust
tub,tub
tuber,tree
tumben,tumble
tumblinge,rolling
tupping,mating
turblenes,turbidity
turblī,turbid
turbot,turbot
turbulence,turbidity
turk,turks
turkeis,turquoise
turn,turn
tushed,tusks
tushī,tusks
tuskī,tusks
twein,two
twelflī,twelfth
twelfth,twelfth
twelve,twelve
twern,twine
twīen,times
twilī,twil
twin,twins
twinken,wink
twinklen,wink
twinklere,winks
twinkling,twinkling
twinling,twins
twin,two
twinning,parting
twitling,chirping
twō,two
udder,udder
ulcer,ulcer
ulnerer,ulner
ulvester,plover
umbebreiden,embrace
umbegrouen,overgrown
umbethinking,meditating
umbre,number
umbreidinge,upbraiding
umclēthen,clothed
unabaiste,undaunted
unāble,unable
unacceptāciǒun,unacceptable
unaccessible,incapable
unachteled,untold
unadvertīsed,uninformed
unanswēred,answered
unaperceived,unnoticed
unarmen,armor
ūnasens,oneness
unasked,unasked
unaspīed,unobserved
unassaied,untested
unasserven,deserve
unassoilled,absolved
unatempred,intemperate
unattained,untouched
unavoidāble,inescapable
unaweifallāble,liable
unbaptīzed,baptized
unbarren,unbolting
unbērāble,unendurable
unbermed,bread
unbeswinke,unworked
unbēten,beaten
unbiburied,interred
unbigīlāble,infallible
unbigīlefulnes,truthfulness
unbilt,unbuilt
unbishoped,bishop
unbispūsed,unmarried
unblāmed,rebuked
unbolten,unbolted
unborelī,poorly
unbōrn,unborn
unbǒtonen,unfasten
unbrēded,unread
unbreidid,braided
unbrīdelen,bridle
unbrōken,broken
unbrosten,unbroken
unbrouded,embroidered
uncachen,uncaught
uncausid,caused
uncertained,unsure
uncessauntlī,cessation
unchāstelī,unchaste
unchastīsed,uncorrected
unchaunǧeābilī,unalterably
unchaunǧed,unaltered
uncherist,uncared
uncircumcīded,circumcised
uncircumcīsed,circumcised
unclenchen,unfasten
unclōsen,unlatch
uncoined,minted
uncǒmfortābelī,comfort
uncommaundet,countermanded
uncompelled,compulsion
uncontentid,unrequited
unconvertāble,unalterable
uncoroned,coroner
uncorrumped,uncontaminated
uncǒunceiled,unadvised
uncǒuntābulle,accountable
uncǒveren,cover
uncūred,unhealed
uncustumāble,unusual
undaunǧered,unharmed
undēbāted,unopposed
undēcīded,unsettled
undēfauting,unfailing
undēfensed,unprotected
undēfǒuled,unharmed
undēpartābilī,inseparable
undēpartāble,indivisible
under,lower
underalterāten,altered
underbindelis,underneath
underbishop,bishop
underbīting,gnawing
underblowen,blow
underbrēthinge,breathing
underchaunter,chanter
underclerk,clerk
undercuttar,undergirdel
underdelven,undermine
underdēn,dean
underdǒublede,underdouble
underfasting,underbinding
undergangen,undergo
underganginge,usurping
underginǧen,undergainen
undergirden,girdle
undergirding,undergirdel
undergreithed,unripe
under-grǒunde,underneath
underlīen,undergo
underman,servant
undernimer,undertakes
underpeinted,painted
underplanten,supplant
underplantere,supplanter
underputtinge,underpinning
underserven,underserved
undersextein,sexton
undersitten,strengthen
underslāken,weaken
understeward,steward
understond,understand
undertāker,undertakes
undertāking,enterprise
undertribūne,tribune
undertriplat,undertreble
undertriple,undertreble
undewed,dew
undewī,dew
undīǧested,ingested
undīinge,undying
undiscussed,unexamined
undispended,unspent
undissevered,united
undistreined,unbidden
unditten,uncover
undoughtī,unworthy
undrīen,dried
undrincled,undrowned
uneawfæstlīce,unlawfully
uneilindnesse,harmlessness
unenarrāble,indescribable
unenfǒurmed,uninformed
unenpēched,unimpeded
uneschūāble,inevitable
uneschūāblī,inevitably
unestimāble,unimaginable
unēten,eaten
unexceptid,exception
unexercīsed,unexercised
unexpugnāble,impregnable
unfailāble,infallible
unfailing,infallible
unfasten,unmoored
unfed,unfed
unfeithful,faith
unfeithfulnes,unbelief
unfērful,unafraid
unfēte,unfit
unfetheren,feathers
unfillāble,incapable
unfillen,unfinished
unflāciǒun,deflation
unflecching,unflinching
unfleshen,flesh
unformolten,unconsumed
unfortūned,misfortune
unfraied,bruised
unfraistede,unproven
unfraught,freight
unfreined,unasked
unfrēme,unframe
unfrēten,uneaten
unfruitǒuse,unproductive
unfulhtned,unbaptised
unfurred,adorned
ungedered,unharmed
ungladnes,sadness
ungoverned,ungoverned
ungraffed,grafts
ungrāven,unburied
ungrēcid,ungreased
ungreith,unready
ungrōpāble,incapable
ungrǒunded,groundless
unguent,unguent
unguided,unguarded
unguling,growling
unhabitāble,uninhabitable
unhabited,uninhabited
unharmed,uninjured
unharming,harm
unharneisen,unarmed
unheigh,high
unheile,unwell
unheite,unwell
unhēleāble,incurable
unhēled,unhealed
unhēlere,uncovers
unhēlinge,peeling
unhelmen,helmet
unhelpen,helpless
unhelplī,unhelpful
unhemmed,unbounded
unheriten,inheritance
unhōlsǒmnesse,unhealthiness
unhonǒurāble,dishonorable
unhorned,horns
unhorsen,horse
ūniciǒun,union
uniharmid,uninjured
unirīmed,unirim
uniseienlīche,invisible
uniðor,uni
ūniversallī,individual
uniwemmed,uninjured
unjustifīed,unpunished
unjustlī,unfairly
unking,king
unknouen,unaware
unknowāble,unknowable
unk-self,self
unlāding,unloading
unlaufulnes,unfaithfulness
unlēffullī,lawfully
unlēffulnes,unbelief
unlesse,unless
unlevied,uncollected
unlight,weight
unlighten,lighten
unlōthnesse,meekness
unmanful,unkind
unmerciāble,unforgiving
unmētnesse,greatness
unmoeblenesse,stillness
unmortifīed,unrestrained
unnailen,unfasten
unnāmed,unsaid
unnātūrellī,nature
unnestlen,nest
unnoiandnes,innocence
unobēdience,disobedience
unobeisaunt,disobedient
unofearned,undeserved
unofserved,undeserved
unovercǒmen,undefeated
unoverpassāble,unconquerable
unpairit,unhurt
unpakken,unpack
unpakking,unpacking
unparigal,unequal
unpartāblī,inseparable
unparted,undivided
unpassible,impassable
unpeined,unpunished
unpeinted,unpainted
unpenitrāble,penetrate
unperceivāble,imperceptibly
unperceivāblī,imperceptibly
unperceived,unobserved
unperceptible,imperceptible
unperfecciǒun,imperfection
unperfǒurmed,unexecuted
unperished,unharmed
unperturbed,undisturbed
unpinninge,undoing
unpitǒus,unrighteous
unpitǒusnesse,wickedness
unpleitāble,impossible
unpolished,unpolished
unpossessen,dispossessed
unpreied,unasked
unprikken,unfasten
unpulled,uprooted
unpunished,punishment
unpursen,disburse
unreclaimed,recalled
unrecompensid,uncompensated
unreconcīled,reconciled
unrecoverāblī,irretrievably
unrecuperāble,recovered
unrecūred,unrelieved
unrefrained,unchecked
unreined,unrestrained
unrelēsed,unrelieved
unrepentaunt,repented
unreskwed,rescued
unrestreināble,restraint
unreufullī,cruelly
unreule,misrule
unreuleāblenes,restiveness
unreuled,ungoverned
unreuthfullī,unreufulli
unreverence,deference
unrewardāble,rewarded
unrewarded,repaid
unrightī,unrighteous
unrobbed,robbery
unrollen,unfurl
unrōsted,uncooked
unsāciāble,incapable
unsāciāblī,insatiable
unsacken,sack
unsalted,salted
unsānāble,incurable
unsatisfīed,desired
unsāvǒured,flavored
unscauberked,scabbard
unscǒured,scrubbed
unscrībāble,indescribable
unscrūtāble,inscrutable
unsensiblī,senses
unsent,unsent
unserchāble,unknowable
unserved,ministered
unseverāblī,inseparably
unshāmed,shamed
unshāmefast,insolent
unshāmefastlī,shamelessly
unshāven,shaved
unshed,shed
unshorted,shortened
unshrīned,unenshrined
unsight,sight
unsiȝtāble,invisible
unsikerlī,unsafely
unsinful,sin
unsleigh,foolish
unslou,slow
unsmelling,smelling
unsōld,sold
unsǒumed,unnumbered
unsowe,sown
unspārid,unharmed
unspēkāble,ineffable
unspendid,unspent
unspōken,unspoken
unspǒused,unmarried
unstired,unmoved
unstraunǧe,astrolabe
unstreined,untroubled
unsufferāble,unbearable
unsufferāblī,intolerably
unsufficience,insufficiency
unsufficient,insufficiency
unsuffisant,insufficiency
unsuǧetted,unsuget
unsulet,unsullied
unsuperāble,invincible
unsuperede,unsurpassed
unsupportāble,unbearably
unsuppōsāble,unimaginable
unsuppōsed,unimagined
unswolwed,swallowed
unswōpe,unswept
